  M  YR    DAY   TEMP     DEW      WIND   RAD      CC     RAIN    SNOW
   5 2010   19  23.190   7.371   4.007 603.331   0.055   0.000   0.000
   5 2010   20  21.778  10.421   8.774 584.941   0.311   0.000   0.000
   5 2010   21  18.934  12.409   6.298 474.457   0.543   0.000   0.000
   5 2010   22  19.139  15.003   9.408 437.939   0.654   0.000   0.000
   5 2010   23  24.929  21.888   8.267 274.560   0.943   4.119   0.000
   5 2010   24  23.979  22.325   8.501 487.359   0.377   0.000   0.000
   5 2010   25  25.784  20.339   6.951 592.006   0.333   0.000   0.000
   5 2010   26  24.534  11.874   7.916 610.599   0.366   0.063   0.000
   5 2010   27  24.212  13.305   4.484 635.822   0.022   0.000   0.000
   5 2010   28  21.523  13.281   7.165 583.044   0.255   0.000   0.000
   5 2010   29  22.078  14.299   8.306 641.117   0.000   0.000   0.000
   5 2010   30  19.928  15.393   8.745 407.866   0.488   0.000   0.000
   5 2010   31  22.773  13.328   8.091 540.505   0.366   0.000   0.000
   6 2010    1  22.230  13.538   8.056 528.643   0.397   0.000   0.000
   6 2010    2  18.252  10.333   5.357 440.715   0.507   0.000   0.000
   6 2010    3  20.613  11.125   3.321 513.353   0.485   0.000   0.000
   6 2010    4  17.046  15.337   6.634 292.818   0.738   0.268   0.000
   6 2010    5  15.679  13.682   5.118 439.166   0.562   0.377   0.000
   6 2010    6  14.940  10.786   5.076 367.618   0.507   0.317   0.000
   6 2010    7  18.457   8.753   4.045 570.365   0.419   0.000   0.000
   6 2010    8  15.379  12.895   7.664 248.448   0.606   0.763   0.000
   6 2010    9  18.229  14.211  11.003 352.470   0.639   0.000   0.000
   6 2010   10  16.168  12.320   8.022 359.002   0.705   0.000   0.000
   6 2010   11  15.751  13.877  11.846 228.414   1.047   1.061   0.000
   6 2010   12  16.907  15.481   6.600 326.068   0.694   0.040   0.000
   6 2010   13  19.363  17.205   3.270 263.490   0.936   0.000   0.000
   6 2010   14  17.974  15.768   9.291 238.273   0.892   0.000   0.000
   6 2010   15  17.463  16.245   7.562 229.504   0.903   0.505   0.000
   6 2010   16  19.846  17.706   2.819 286.192   0.628   0.000   0.000
   6 2010   17  22.674  18.712   8.167 530.365   0.562   0.000   0.000
   6 2010   18  25.702  13.159  13.191 625.475   0.364   0.000   0.000
   6 2010   19  21.630  16.153   8.158 280.444   0.826   0.000   0.000
   6 2010   20  22.858  15.527   3.040 557.083   0.419   0.000   0.000
   6 2010   21  20.496  17.085   6.038 356.190   0.441   0.307   0.000
   6 2010   22  25.591  20.633   5.459 479.319   0.485   0.069   0.000
   6 2010   23  23.619  20.006   4.718 398.381   0.617   0.159   0.000
   6 2010   24  21.930  16.320   5.638 505.894   0.540   0.912   0.000
   6 2010   25  21.096  18.884   6.464 374.388   0.837   0.208   0.000
   6 2010   26  19.641  16.676   7.818 440.868   0.804   0.000   0.000
   6 2010   27  23.341  16.125   8.150 503.819   0.551   0.020   0.000
   6 2010   28  20.380  12.320   8.090 463.082   0.694   0.010   0.000
   6 2010   29  18.274   8.512   5.144 650.300   0.022   0.000   0.000
   6 2010   30  19.063  10.120   5.731 620.646   0.253   0.000   0.000
   7 2010    1  21.299  14.891   7.965 609.074   0.210   0.000   0.000
   7 2010    2  27.155  18.168  12.004 647.650   0.177   0.000   0.000
   7 2010    3  29.611  21.873  13.403 551.603   0.443   0.000   0.000
   7 2010    4  27.200  22.489   7.675 436.912   0.631   0.498   0.000
   7 2010    5  24.750  20.043   5.028 568.845   0.409   0.052   0.000
   7 2010    6  26.022  18.259   4.707 583.772   0.432   0.000   0.000
   7 2010    7  24.677  16.549   3.379 499.118   0.609   0.000   0.000
   7 2010    8  24.450  15.980   7.410 556.521   0.288   0.000   0.000
   7 2010    9  24.400  14.817   4.642 625.115   0.232   0.000   0.000
   7 2010   10  26.366  17.689   7.973 560.239   0.454   0.009   0.000
   7 2010   11  23.083  16.504   6.340 423.627   0.553   0.096   0.000
   7 2010   12  20.422  12.208   5.270 592.312   0.177   0.000   0.000
   7 2010   13  21.811  16.430   7.563 567.529   0.354   0.000   0.000
   7 2010   14  23.033  20.305   8.013 319.003   0.752   0.594   0.000
   7 2010   15  23.477  15.433  10.934 556.127   0.332   0.017   0.000
   7 2010   16  25.444  16.931  10.563 605.548   0.266   0.009   0.000
   7 2010   17  23.266  16.908   5.511 570.152   0.266   0.070   0.000
   7 2010   18  24.516  18.567   3.854 441.071   0.587   0.000   0.000
   7 2010   19  23.477  16.002   4.063 511.634   0.321   0.000   0.000
   7 2010   20  21.922  17.313   4.055 421.437   0.598   0.122   0.000
   7 2010   21  24.589  16.407   5.487 603.512   0.199   0.000   0.000
   7 2010   22  23.755  18.453   6.517 380.921   0.786   0.000   0.000
   7 2010   23  24.355  18.094   6.742 425.452   0.808   0.052   0.000
   7 2010   24  21.949  18.071   4.280 385.925   0.686   0.402   0.000
   7 2010   25  24.494  16.458   3.500 557.539   0.144   0.000   0.000
   7 2010   26  26.344  18.641   7.321 525.005   0.221   0.000   0.000
   7 2010   27  23.500  21.086   6.340 310.031   0.697   0.620   0.000
   7 2010   28  23.244  15.837   8.753 568.288   0.199   0.000   0.000
   7 2010   29  23.661  15.387   3.942 575.646   0.243   0.000   0.000
   7 2010   30  21.322  18.236   4.521 354.332   0.730   0.035   0.000
   7 2010   31  23.566  19.519   2.808 341.490   0.664   0.000   0.000
   8 2010    1  26.516  21.996   7.728 491.896   0.548   0.746   0.000
   8 2010    2  26.149  23.219   4.047 259.058   0.596   0.694   0.000
   8 2010    3  29.016  22.232   7.495 535.972   0.221   0.000   0.000
   8 2010    4  26.471  19.469   9.268 525.690   0.288   0.009   0.000
   8 2010    5  24.066  15.796  10.134 487.635   0.462   0.000   0.000
   8 2010    6  22.765  14.280   4.913 575.787   0.135   0.000   0.000
   8 2010    7  23.993  18.794   4.397 453.564   0.625   0.937   0.000
   8 2010    8  24.154  21.823   4.713 407.976   0.462   0.000   0.000
   8 2010    9  29.666  23.461   2.981 563.844   0.106   0.000   0.000
   8 2010   10  28.138  23.917   4.896 473.991   0.375   0.417   0.000
   8 2010   11  28.788  24.350   5.379 366.272   0.615   0.069   0.000
   8 2010   12  28.321  23.363   3.114 488.584   0.413   0.174   0.000
   8 2010   13  25.732  22.832   6.662 364.127   0.654   0.564   0.000
   8 2010   14  26.238  19.515  10.950 466.408   0.346   0.000   0.000
   8 2010   15  21.238  14.522  15.689 299.239   0.702   0.017   0.000
   8 2010   16  20.265  11.446  12.841 460.327   0.279   0.000   0.000
   8 2010   17  21.515  12.287   9.068 544.307   0.086   0.000   0.000
   8 2010   18  20.915  17.883   5.271 211.858   0.904   0.503   0.000
   8 2010   19  21.099  13.059   7.728 538.810   0.375   0.000   0.000
   8 2010   20  21.376  19.135   6.679 193.864   0.721   0.764   0.000
   8 2010   21  23.621  20.069   2.000 332.034   0.442   0.000   0.000
   8 2010   22  24.849  20.623   5.738 521.854   0.086   0.000   0.000
   8 2010   23  26.588  22.284   6.753 470.797   0.308   0.000   0.000
   8 2010   24  22.977  15.698  11.309 387.005   0.615   0.095   0.000
   8 2010   25  20.499  12.143   8.194 491.926   0.144   0.000   0.000
   8 2010   26  21.749  13.635   4.830 484.698   0.086   0.000   0.000
   8 2010   27  25.104  18.218   8.436 512.313   0.000   0.000   0.000
   8 2010   28  28.460  18.702  13.249 507.784   0.000   0.000   0.000
   8 2010   29  29.088  19.977   9.751 502.109   0.115   0.000   0.000
   8 2010   30  30.872  24.494  11.175 460.910   0.288   0.000   0.000
   8 2010   31  26.866  21.851  10.201 276.400   0.692   0.148   0.000
   9 2010    1  21.833  12.912   5.151 475.719   0.122   0.000   0.000
   9 2010    2  19.311  15.942   8.645 246.608   0.801   0.340   0.000
   9 2010    3  15.721  12.030  14.399 175.898   0.771   0.158   0.000
   9 2010    4  15.144   6.876   8.735 434.874   0.142   0.000   0.000
   9 2010    5  15.649   7.351   3.647 470.679   0.091   0.000   0.000
   9 2010    6  16.505   6.636  14.750 414.396   0.497   0.450   0.000
   9 2010    7  14.143  11.119   9.464 165.828   0.842   0.205   0.000
   9 2010    8  14.449   9.332   6.421 206.238   0.649   0.000   0.000
   9 2010    9  13.404   8.542   7.330 393.206   0.345   0.000   0.000
   9 2010   10  16.483  12.173  11.301 266.253   0.801   0.079   0.000
   9 2010   11  18.660  13.433  10.338 271.680   0.629   0.095   0.000
   9 2010   12  18.960  10.403  11.824 377.611   0.213   0.000   0.000
   9 2010   13  16.533   8.760   8.672 380.393   0.233   0.000   0.000
   9 2010   14  15.394   7.706   4.286 365.768   0.436   0.016   0.000
   9 2010   15  12.571   9.281   8.294 147.093   0.862   0.174   0.000
   9 2010   16  14.077   9.739   6.808 291.672   0.690   0.000   0.000
   9 2010   17  16.366   9.619   9.878 312.000   0.781   0.008   0.000
   9 2010   18  12.088   3.631   8.483 396.890   0.122   0.000   0.000
   9 2010   19  14.171   5.588   2.467 363.332   0.284   0.000   0.000
   9 2010   20  14.399  10.426  10.167 144.469   0.791   0.000   0.000
   9 2010   21  16.855  11.789  10.239 183.077   0.801   0.000   0.000
   9 2010   22  13.982   8.473   8.023 332.270   0.497   0.000   0.000
   9 2010   23  14.471  12.602  17.073 183.869   0.893   0.656   0.000
   9 2010   24  13.404   9.996  14.399 130.706   0.943   0.245   0.000
   9 2010   25  11.299   4.324   4.115 365.907   0.132   0.000   0.000
   9 2010   26  12.710   4.083   4.962 363.510   0.020   0.000   0.000
   9 2010   27  17.088   9.596   8.600 308.654   0.416   0.024   0.000
   9 2010   28  14.910  11.119   6.349 125.864   0.943   0.000   0.000
   9 2010   29  17.872  12.075   9.987 229.299   0.416   0.142   0.000
   9 2010   30  16.971   7.706   7.951 309.109   0.132   0.000   0.000
  10 2010    1  10.625   6.708   5.942 168.707   0.668   0.125   0.000
  10 2010    2   8.197   1.298   6.012 287.291   0.138   0.000   0.000
  10 2010    3  10.025   1.536   5.751 325.946   0.000   0.000   0.000
  10 2010    4  13.030   2.738   9.356 321.070   0.000   0.000   0.000
  10 2010    5  14.814   5.647   8.399 316.213   0.000   0.000   0.000
  10 2010    6  17.503   4.893  12.770 309.522   0.042   0.000   0.000
  10 2010    7  18.031   5.528   9.497 306.353   0.011   0.000   0.000
  10 2010    8  19.886   6.878   6.204 301.713   0.000   0.000   0.000
  10 2010    9  15.858   8.908  11.048 290.656   0.159   0.000   0.000
  10 2010   10  17.225   9.714   3.384 256.112   0.318   0.000   0.000
  10 2010   11  12.730   8.103   8.037 265.236   0.191   0.000   0.000
  10 2010   12  13.358   7.893   9.859 154.982   0.297   0.000   0.000
  10 2010   13  12.803   1.321   8.953 264.726   0.074   0.000   0.000
  10 2010   14  13.103   2.126  12.800 244.741   0.191   0.000   0.000
  10 2010   15   9.791   4.796   6.284 210.168   0.233   0.000   0.000
  10 2010   16  12.058   0.850  12.609 263.931   0.032   0.000   0.000
  10 2010   17   8.980  -1.462   7.986 258.143   0.011   0.000   0.000
  10 2010   18   8.636  -0.635   9.185 219.017   0.371   0.000   0.000
  10 2010   19  10.997   2.409  11.582 231.644   0.212   0.000   0.000
  10 2010   20  10.252   1.701  14.271 185.091   0.403   0.000   0.000
  10 2010   21   6.596  -0.827  10.534 168.433   0.445   0.000   0.000
  10 2010   22  10.763   0.805   8.661 237.275   0.021   0.000   0.000
  10 2010   23   9.119   5.885  16.355  81.538   0.816   0.010   0.000
  10 2010   24   9.975   8.506  19.034  80.047   1.018   0.357   0.000
  10 2010   25  12.364  11.246  11.753  93.223   0.678   0.106   0.000
  10 2010   26   9.930   8.409  23.204  83.157   0.806   2.228   0.154
  10 2010   27   4.096   2.081  22.146  75.730   0.848   0.019   0.054
  10 2010   28   2.891  -2.528  16.033  99.619   0.668   0.000   0.000
  10 2010   29   2.196  -3.140   6.596 167.344   0.212   0.000   0.000
  10 2010   30   4.952  -0.663   6.808 158.013   0.286   0.000   0.000
  10 2010   31   2.963  -1.111   2.538 122.969   0.233   0.000   0.000
  11 2010    1   6.077   0.811   4.602 196.925   0.189   0.000   0.000
  11 2010    2   8.922   1.789  11.616 191.513   0.278   0.010   0.000
  11 2010    3   9.433   3.769  12.654 145.299   0.239   0.000   0.000
  11 2010    4   4.338  -4.192  13.031 184.571   0.278   0.000   0.000
  11 2010    5   2.349  -6.690   6.098 170.048   0.109   0.000   0.000
  11 2010    6   7.861  -2.974  13.214 185.747   0.000   0.000   0.000
  11 2010    7   8.205   1.051   5.986 182.422   0.000   0.000   0.000
  11 2010    8   9.644   5.125  11.198 159.762   0.149   0.000   0.000
  11 2010    9  11.144   6.842  11.667 175.957   0.000   0.000   0.000
  11 2010   10  13.228   8.656  12.939 165.498   0.338   0.241   0.000
  11 2010   11   7.722   2.670  16.849 149.617   0.477   0.000   0.000
  11 2010   12   5.311  -1.665   4.744 138.834   0.398   0.000   0.000
  11 2010   13   3.922   0.834  13.458  57.321   0.954   0.000   0.167
  11 2010   14   1.866   0.336  12.054  56.318   0.954   0.000   0.020
  11 2010   15   0.616  -1.739   2.036  55.335   0.924   0.000   0.000
  11 2010   16  -0.034  -1.688   3.370  64.730   0.706   0.000   0.000
  11 2010   17  -0.107  -2.546   9.468  62.115   0.676   0.000   0.000
  11 2010   18  -2.812  -7.238   7.381 106.504   0.765   0.000   0.000
  11 2010   19  -0.823  -4.975  15.647 110.518   0.517   0.000   0.000
  11 2010   20  -5.685  -9.261  10.191  50.774   0.914   0.000   0.000
  11 2010   21   0.243  -1.259  11.076  49.943   0.954   0.058   0.015
  11 2010   22  -3.807  -5.810   9.091  53.500   0.905   0.000   0.083
  11 2010   23  -7.190 -10.335   9.610 132.611   0.318   0.000   0.010
  11 2010   24  -1.446  -3.477  17.042  66.817   0.765   0.000   0.064
  11 2010   25  -8.763 -12.830  16.421 118.260   0.596   0.010   0.002
  11 2010   26  -6.702  -9.689  17.643  48.839   0.765   0.000   0.000
  11 2010   27  -6.263  -9.523   8.419  94.606   0.477   0.000   0.000
  11 2010   28   1.538  -2.454  10.608 128.010   0.060   0.000   0.000
  11 2010   29   4.110   1.692   9.855  44.167   0.636   0.010   0.054
  11 2010   30  -1.912  -3.643  14.792  73.810   0.765   0.000   0.103
  12 2010    1  -3.886  -8.275  12.363  42.277   0.963   0.000   0.000
  12 2010    2  -8.081 -12.567   7.942  41.729   0.722   0.000   0.000
  12 2010    3  -7.337 -11.235   4.439  41.211   0.722   0.000   0.000
  12 2010    4  -3.286  -7.534   7.614  47.918   0.853   0.000   0.000
  12 2010    5  -8.148 -12.897   8.424  79.003   0.692   0.000   0.000
  12 2010    6  -7.987 -13.017   9.188  87.554   0.391   0.000   0.000
  12 2010    7 -10.326 -15.674   7.769  96.483   0.321   0.000   0.000
  12 2010    8  -9.931 -14.792   4.958 107.277   0.161   0.000   0.000
  12 2010    9  -4.164  -8.081   9.725  39.407   0.812   0.000   0.139
  12 2010   10  -6.275 -12.709   8.970 106.420   0.471   0.000   0.000
  12 2010   11  -9.631 -15.031  12.363  52.722   0.662   0.000   0.000
  12 2010   12 -15.671 -23.989  12.845 107.695   0.000   0.000   0.000
  12 2010   13 -16.832 -23.255   6.595 106.938   0.050   0.000   0.000
  12 2010   14 -13.843 -18.968   2.000 103.669   0.301   0.000   0.000
  12 2010   15 -11.715 -17.239   3.057 105.652   0.000   0.000   0.000
  12 2010   16  -8.587 -16.027   8.797  97.560   0.251   0.000   0.000
  12 2010   17  -6.414 -12.328   9.934  79.312   0.833   0.000   0.000
  12 2010   18  -5.881 -10.785  10.389  43.274   0.873   0.000   0.000
  12 2010   19  -7.359 -12.089   7.032  87.514   0.692   0.000   0.000
  12 2010   20  -7.637 -11.594   7.123  51.635   0.421   0.000   0.166
  12 2010   21   1.114  -2.077   7.869  36.237   0.933   0.010   0.178
  12 2010   22   0.220  -3.787   8.005  28.912   0.963   0.000   0.000
  12 2010   23  -4.614  -7.933   2.092  36.197   0.963   0.000   0.000
  12 2010   24  -1.736  -5.496   4.649  38.111   0.900   0.000   0.000
  12 2010   25  -4.909  -8.912   8.305  36.257   0.963   0.000   0.000
  12 2010   26  -5.025  -8.890   5.658  36.317   0.963   0.000   0.000
  12 2010   27  -4.353  -8.935  12.099  96.493   0.692   0.000   0.000
  12 2010   28  -1.897  -7.512  11.371 104.377   0.120   0.000   0.000
  12 2010   29   2.964  -2.909  10.461 104.785   0.291   0.000   0.000
  12 2010   30   5.531   3.314   9.761  61.701   0.762   0.624   0.047
  12 2010   31  -3.403  -7.136  13.354  37.035   0.963   0.029   0.109
