  M  YR    DAY   TEMP     DEW      WIND   RAD      CC     RAIN    SNOW
   5 2007   24  13.668  11.445   9.790 276.000   0.941   0.100   0.000
   5 2007   25   9.390   3.667  13.820 651.000   0.067   0.280   0.000
   5 2007   26  10.556   5.500   8.870 327.000   0.877   0.000   0.000
   5 2007   27  10.056   5.112  16.930 303.000   0.910   0.000   0.000
   5 2007   28  11.390   5.334   7.370 419.000   0.749   0.010   0.000
   5 2007   29  16.390  11.334  10.250 560.000   0.486   0.000   0.000
   5 2007   30  18.335  15.668   8.870 593.000   0.405   0.790   0.000
   5 2007   31  16.557  12.445   7.720 670.000   0.000   0.050   0.000
   6 2007    1  17.835  10.445   5.760 670.000   0.000   0.020   0.000
   6 2007    2  14.334  10.167  10.020 262.000   0.967   0.000   0.000
   6 2007    3  14.390  12.390   5.530 272.000   0.956   0.160   0.000
   6 2007    4  15.779  11.779  10.250 493.000   0.641   0.120   0.000
   6 2007    5  12.557   5.167   6.910 512.000   0.608   0.030   0.000
   6 2007    6   9.779   4.834   7.370 439.000   0.734   0.000   0.000
   6 2007    7  14.279  10.723  12.560 479.000   0.670   0.030   0.000
   6 2007    8  14.835   6.056  18.200 658.000   0.215   0.000   0.000
   6 2007    9  17.779   5.723  13.360 613.000   0.388   0.000   0.000
   6 2007   10  19.279  10.279   5.530 691.000   0.000   0.000   0.000
   6 2007   11  16.168  10.612   8.990 655.000   0.245   0.000   0.000
   6 2007   12  19.113  13.168   8.640 686.000   0.000   0.000   0.000
   6 2007   13  21.502  13.668   8.060 691.000   0.000   0.000   0.000
   6 2007   14  19.946  13.279   7.720 696.000   0.000   0.000   0.000
   6 2007   15  20.446  14.723   9.790 491.000   0.660   0.010   0.000
   6 2007   16  20.835  14.612   5.990 694.000   0.000   0.630   0.000
   6 2007   17  17.001  12.445   8.290 367.000   0.845   0.160   0.000
   6 2007   18  16.279  13.890  10.370 479.000   0.681   0.930   0.000
   6 2007   19  16.112   6.945  20.740 515.000   0.620   0.000   0.000
   6 2007   20  18.779   8.667  12.330 710.000   0.000   0.000   0.000
   6 2007   21  17.779   6.778   5.760 698.000   0.000   0.000   0.000
   6 2007   22  15.446   7.945   9.100 720.000   0.000   0.000   0.000
   6 2007   23  17.001  12.557   7.720 527.000   0.599   0.000   0.000
   6 2007   24  23.391  17.390  10.940 708.000   0.000   0.000   0.000
   6 2007   25  22.446  16.390  10.020 605.000   0.428   0.000   0.000
   6 2007   26  22.335  18.224   9.220 591.000   0.463   0.000   0.000
   6 2007   27  17.446   9.445  11.870 470.000   0.696   0.200   0.000
   6 2007   28  12.945   7.667   8.290 496.000   0.652   0.010   0.000
   6 2007   29  15.779   7.001   5.180 729.000   0.000   0.000   0.000
   6 2007   30  15.723   7.278  10.370 708.000   0.000   0.000   0.000
   7 2007    1  13.779   5.500  11.290 582.000   0.479   0.000   0.000
   7 2007    2  12.334   8.778  10.370 355.000   0.859   0.490   0.000
   7 2007    3  17.001  15.001   2.530 670.000   0.168   0.000   0.000
   7 2007    4  22.224  15.057   7.490 670.000   0.161   0.000   0.000
   7 2007    5  20.502  12.112   9.560 617.000   0.378   0.010   0.000
   7 2007    6  21.335  11.723   7.830 698.000   0.000   0.040   0.000
   7 2007    7  23.446  13.779   8.760 717.000   0.000   0.000   0.000
   7 2007    8  26.002  18.390  10.370 615.000   0.375   0.000   0.000
   7 2007    9  21.057  10.723   7.030 696.000   0.000   0.000   0.000
   7 2007   10  17.501  11.056  14.520 470.000   0.682   0.060   0.000
   7 2007   11  14.223   9.001  13.480 484.000   0.656   0.170   0.000
   7 2007   12  14.057   8.667  13.590 493.000   0.638   0.130   0.000
   7 2007   13  13.834   8.001   7.600 562.000   0.496   0.020   0.000
   7 2007   14  17.168  11.056  13.360 615.000   0.347   0.040   0.000
   7 2007   15  17.168  10.223   6.220 636.000   0.261   0.000   0.000
   7 2007   16  17.779  10.001   3.920 727.000   0.000   0.000   0.000
   7 2007   17  19.502  10.834   4.610 717.000   0.000   0.000   0.000
   7 2007   18  21.780  11.445   4.260 663.000   0.000   0.000   0.000
   7 2007   19  18.390  10.056   9.220 727.000   0.000   0.000   0.000
   7 2007   20  15.168   7.334   4.950 713.000   0.000   0.000   0.000
   7 2007   21  17.501   9.112   7.260 717.000   0.000   0.000   0.000
   7 2007   22  16.446  12.668   8.520 269.000   0.949   0.490   0.000
   7 2007   23  22.446  18.501   5.760 574.000   0.418   0.000   0.000
   7 2007   24  25.669  20.613   6.680 634.000   0.163   0.000   0.000
   7 2007   25  25.169  19.946   6.220 682.000   0.000   0.000   0.000
   7 2007   26  23.835  20.113   5.300 479.000   0.621   0.000   0.000
   7 2007   27  22.557  15.779   7.490 677.000   0.000   0.430   0.000
   7 2007   28  22.557  13.890   5.300 663.000   0.000   0.000   0.000
   7 2007   29  22.335  14.723   8.180 674.000   0.000   0.000   0.000
   7 2007   30  24.558  14.501   8.990 696.000   0.000   0.000   0.000
   7 2007   31  25.335  16.890   8.760 696.000   0.000   0.000   0.000
   8 2007    1  24.946  16.835  12.440 591.000   0.276   0.000   0.000
   8 2007    2  21.557  11.501  13.360 703.000   0.000   0.000   0.000
   8 2007    3  20.168   8.445   8.290 701.000   0.000   0.000   0.000
   8 2007    4  19.724  11.390   5.070 524.000   0.469   0.000   0.000
   8 2007    5  17.613  12.834   5.880 269.000   0.926   0.000   0.000
   8 2007    6  19.446  14.890   7.490 672.000   0.000   0.000   0.000
   8 2007    7  19.224  13.501   9.910 562.000   0.316   0.000   0.000
   8 2007    8  20.002  12.945   7.370 660.000   0.000   0.000   0.000
   8 2007    9  19.224  13.890   8.060 379.000   0.746   0.000   0.000
   8 2007   10  22.446  15.668   3.690 648.000   0.000   0.000   0.000
   8 2007   11  22.946  17.224   9.100 574.000   0.181   0.130   0.000
   8 2007   12  20.502  11.779   8.640 677.000   0.000   0.000   0.000
   8 2007   13  17.057   9.390   6.570 667.000   0.000   0.000   0.000
   8 2007   14  20.002  13.668   8.990 655.000   0.000   0.040   0.000
   8 2007   15  19.668  12.834   6.340 620.000   0.000   0.000   0.000
   8 2007   16  18.001   6.889  10.020 677.000   0.000   0.000   0.000
   8 2007   17  15.446   4.278   8.640 672.000   0.000   0.000   0.000
   8 2007   18  12.501   6.723   8.180 579.000   0.000   0.000   0.000
   8 2007   19  13.612  10.056  14.980 305.000   0.831   0.000   0.000
   8 2007   20  13.723  10.945  14.170 215.000   0.967   0.010   0.000
   8 2007   21  16.446  14.723   8.870 312.000   0.811   0.060   0.000
   8 2007   22  20.057  13.890   6.570 596.000   0.000   0.010   0.000
   8 2007   23  20.335  15.946   6.910 501.000   0.319   0.000   0.000
   8 2007   24  16.168   9.779   4.840 503.000   0.289   0.000   0.000
   8 2007   25  16.279   9.223   3.110 446.000   0.487   0.000   0.000
   8 2007   26  17.390  10.279   6.570 436.000   0.505   0.000   0.000
   8 2007   27  21.335  16.224  10.940 462.000   0.409   0.170   0.000
   8 2007   28  21.335  16.224  10.940 195.000   0.977   0.170   0.000
   8 2007   29  16.168   8.612   8.290 548.000   0.000   0.000   0.000
   8 2007   30  15.723   6.667   5.760 620.000   0.000   0.000   0.000
   8 2007   31  16.668   9.445   8.990 343.000   0.695   0.000   0.000
   9 2007    1  16.057  12.945   8.990 586.000   0.000   0.000   0.000
   9 2007    2  21.668  13.112  14.750 586.000   0.000   0.000   0.000
   9 2007    3  17.890   8.278   8.180 543.000   0.000   0.000   0.000
   9 2007    4  14.001  11.001  11.640 234.000   0.888   0.000   0.000
   9 2007    5  19.057  14.946  12.560 417.000   0.436   0.010   0.000
   9 2007    6  24.780  18.224  12.790 417.000   0.420   0.000   0.000
   9 2007    7  18.779  13.668  11.870 396.000   0.480   0.360   0.000
   9 2007    8  12.834   8.612   7.140 408.000   0.420   0.000   0.000
   9 2007    9  11.334   7.056   9.100 472.000   0.000   0.010   0.000
   9 2007   10  11.223   5.278   3.230 534.000   0.000   0.000   0.000
   9 2007   11  10.501   4.223  17.630 367.000   0.521   0.030   0.000
   9 2007   12   5.889   1.278   6.800 441.000   0.000   0.000   0.000
   9 2007   13  11.056   5.723  13.130 393.000   0.387   0.000   0.000
   9 2007   14   6.167  -0.833  16.010 391.000   0.375   0.000   0.000
   9 2007   15   5.445  -2.945   9.220 558.000   0.000   0.000   0.000
   9 2007   16  12.445   3.222   9.330 510.000   0.000   0.000   0.000
   9 2007   17  14.390  10.279   8.410 184.000   0.925   0.000   0.000
   9 2007   18  18.501  16.835   8.180 296.000   0.653   0.490   0.000
   9 2007   19  13.946  12.057  11.060 179.000   0.926   1.500   0.000
   9 2007   20   7.945   6.612   7.490 188.000   0.902   0.000   0.000
   9 2007   21  16.779  14.557  12.330 248.000   0.754   0.630   0.000
   9 2007   22  13.446   5.389  13.480 512.000   0.000   0.270   0.000
   9 2007   23  17.724   9.223  10.600 501.000   0.000   0.000   0.000
   9 2007   24  22.224  16.501  13.710 377.000   0.068   0.260   0.000
   9 2007   25  13.446  11.501  11.870 164.000   0.928   0.240   0.000
   9 2007   26   9.334   4.556   8.640 460.000   0.000   0.000   0.000
   9 2007   27  11.890   7.556   5.300 398.000   0.000   0.030   0.000
   9 2007   28  10.501   6.000   6.220 474.000   0.000   0.020   0.000
   9 2007   29  12.279   8.223  11.750 269.000   0.605   0.000   0.000
   9 2007   30  16.946  12.612  15.090 172.000   0.882   0.250   0.000
  10 2007    1  13.057   9.890   6.680 224.000   0.731   0.000   0.000
  10 2007    2  13.890  12.112  10.940 269.000   0.561   0.210   0.000
  10 2007    3  13.779   7.167  13.020 458.000   0.000   0.710   0.000
  10 2007    4  16.946   6.056  10.370 429.000   0.000   0.000   0.000
  10 2007    5  11.834   6.445  14.400 153.000   0.900   0.000   0.000
  10 2007    6   9.501   8.723  17.160 143.000   0.920   0.150   0.000
  10 2007    7  13.446  12.557   8.760 143.000   0.914   0.400   0.000
  10 2007    8  14.668  13.612  11.640 143.000   0.908   1.120   0.000
  10 2007    9   5.778   3.445  17.280 129.000   0.940   0.550   0.000
  10 2007   10   4.834   1.667  16.010 181.000   0.779   0.060   0.000
  10 2007   11   4.278   0.945   7.600 231.000   0.574   0.000   0.000
  10 2007   12   3.556  -0.389   3.110 307.000   0.000   0.000   0.000
  10 2007   13   4.945   0.444   2.190 327.000   0.000   0.000   0.000
  10 2007   14   5.556   1.278   5.760 396.000   0.000   0.000   0.000
  10 2007   15   6.778   2.611  13.820 331.000   0.000   0.000   0.000
  10 2007   16   6.889   5.167  20.390 131.000   0.890   0.170   0.000
  10 2007   17   8.890   7.890   8.760 126.000   0.899   0.400   0.000
  10 2007   18  11.168   9.723  15.900 138.000   0.851   0.890   0.000
  10 2007   19  10.668   9.112  13.480 150.000   0.799   2.210   0.000
  10 2007   20   9.834   5.223  12.900 291.000   0.000   0.060   0.000
  10 2007   21   9.890   5.556   7.600 169.000   0.698   0.000   0.000
  10 2007   22   6.278   1.167   9.450 362.000   0.000   0.000   0.000
  10 2007   23   4.723  -1.167  10.480 238.000   0.067   0.000   0.000
  10 2007   24   4.667  -0.667   9.790 353.000   0.000   0.020   0.000
  10 2007   25   6.723  -3.611   9.560 343.000   0.000   0.000   0.000
  10 2007   26   8.334  -1.000   6.110 336.000   0.000   0.000   0.000
  10 2007   27   5.778  -5.667  11.750 327.000   0.000   0.000   0.000
  10 2007   28   1.667  -6.000   6.800 331.000   0.000   0.000   0.000
  10 2007   29   9.056  -1.333   8.180 300.000   0.000   0.000   0.000
  10 2007   30   9.779   4.334   7.950 300.000   0.000   0.000   0.000
  10 2007   31   8.390   2.056  17.860 300.000   0.000   0.010   0.000
  11 2007    1   2.556  -5.500  10.480 300.000   0.000   0.000   0.000
  11 2007    2   7.389  -4.334  17.050 298.000   0.000   0.000   0.000
  11 2007    3   4.611  -4.167  10.250 291.000   0.000   0.000   0.000
  11 2007    4   5.000  -3.556   6.110 291.000   0.000   0.000   0.000
  11 2007    5   2.445  -1.445  13.710 195.000   0.000   0.000   0.005
  11 2007    6  -0.945  -6.056  15.440 110.000   0.787   0.000   0.000
  11 2007    7  -2.278  -8.556   8.060 212.000   0.000   0.000   0.000
  11 2007    8   0.444  -5.500   4.030 110.000   0.766   0.000   0.000
  11 2007    9  -0.945  -4.111   2.650  88.000   0.873   0.000   0.025
  11 2007   10  -0.444  -1.778   6.450  86.000   0.875   0.000   0.008
  11 2007   11   2.556  -0.500   7.260 253.000   0.000   0.020   0.000
  11 2007   12   5.334  -3.334  10.940 255.000   0.000   0.000   0.000
  11 2007   13   6.667  -5.000  18.200 238.000   0.000   0.050   0.000
  11 2007   14   3.500  -1.945  18.320  91.000   0.813   0.110   0.000
  11 2007   15  -1.778  -7.501  15.320 195.000   0.000   0.000   0.000
  11 2007   16  -1.445  -5.945   6.570 126.000   0.530   0.000   0.000
  11 2007   17  -1.556  -6.389  11.400 176.000   0.000   0.000   0.000
  11 2007   18  -2.056  -7.778   9.560  88.000   0.793   0.000   0.000
  11 2007   19   2.111   0.333  12.670 150.000   0.000   0.010   0.000
  11 2007   20   0.722  -3.389   7.370 150.000   0.000   0.000   0.000
  11 2007   21  -2.334  -6.667   9.450  76.000   0.844   0.000   0.008
  11 2007   22  -8.278 -14.112   7.370 217.000   0.000   0.000   0.000
  11 2007   23  -7.834 -12.945   7.600 181.000   0.000   0.000   0.000
  11 2007   24  -3.389  -7.667  11.750 136.000   0.000   0.000   0.000
  11 2007   25  -1.333  -6.612  13.590 198.000   0.000   0.000   0.000
  11 2007   26  -3.167  -8.390   9.100  74.000   0.817   0.000   0.000
  11 2007   27 -12.223 -17.112  13.480 200.000   0.000   0.000   0.008
  11 2007   28  -9.334 -14.057  10.830  72.000   0.816   0.000   0.061
  11 2007   29 -14.001 -18.835  15.210 191.000   0.000   0.000   0.010
  11 2007   30 -16.335 -21.557  14.520 195.000   0.000   0.000   0.000
  12 2007    1 -12.557 -16.668   7.600  60.000   0.883   0.000   0.203
  12 2007    2  -4.556  -6.723  12.560  60.000   0.877   0.000   0.072
  12 2007    3 -11.445 -14.223   9.560 126.000   0.000   0.000   0.000
  12 2007    4  -8.890 -11.723   7.720 172.000   0.000   0.000   0.061
  12 2007    5 -15.223 -19.113   9.680 172.000   0.000   0.000   0.000
  12 2007    6 -15.612 -18.835   8.180  64.000   0.824   0.000   0.051
  12 2007    7 -14.112 -17.835  11.400 169.000   0.000   0.000   0.000
  12 2007    8 -19.668 -23.835   9.450 167.000   0.000   0.000   0.000
  12 2007    9 -19.113 -23.280   7.720 164.000   0.000   0.000   0.000
  12 2007   10 -15.335 -19.502   8.180 160.000   0.000   0.000   0.000
  12 2007   11  -9.723 -13.612  11.170 160.000   0.000   0.000   0.000
  12 2007   12 -12.223 -15.057   9.790 129.000   0.000   0.000   0.000
  12 2007   13  -8.723 -12.334  16.470  69.000   0.742   0.000   0.000
  12 2007   14 -16.668 -21.113   7.720 150.000   0.000   0.000   0.000
  12 2007   15 -15.612 -19.724   5.880 105.000   0.134   0.000   0.000
  12 2007   16  -9.556 -12.612   7.490 110.000   0.000   0.000   0.000
  12 2007   17  -8.390 -10.501   9.330 119.000   0.000   0.000   0.000
  12 2007   18  -6.056  -8.556   5.640  52.000   0.880   0.000   0.000
  12 2007   19  -3.611  -5.834   5.180  48.000   0.911   0.000   0.000
  12 2007   20  -2.889  -6.056  10.250 124.000   0.000   0.000   0.000
  12 2007   21  -0.444  -2.222   8.520  45.000   0.933   0.000   0.000
  12 2007   22  -0.667  -1.833   8.290  41.000   0.964   0.000   0.005
  12 2007   23 -11.334 -13.779  17.050 133.000   0.000   0.000   0.229
  12 2007   24  -8.890 -11.945  11.060 133.000   0.000   0.000   0.041
  12 2007   25  -8.667 -10.612   8.870  67.000   0.738   0.000   0.000
  12 2007   26  -3.778  -5.889   7.030  41.000   0.965   0.000   0.004
  12 2007   27  -7.778 -10.001   9.220  45.000   0.934   0.000   0.076
  12 2007   28 -10.501 -12.334   3.570  45.000   0.935   0.000   0.008
  12 2007   29  -8.167 -10.501   5.640  45.000   0.937   0.000   0.000
  12 2007   30  -7.778  -9.945   5.300  52.000   0.882   0.000   0.000
  12 2007   31  -8.056 -10.501   8.760  91.000   1.000   0.000   0.010
   1 2008    1 -14.668 -18.335  13.710  91.000   0.481   0.000   0.000
   1 2008    2 -17.335 -20.835  10.830 129.000   0.000   0.000   0.000
   1 2008    3 -11.001 -16.335  14.860  88.000   0.540   0.000   0.000
   1 2008    4  -8.334 -11.556   6.800 114.000   0.000   0.000   0.000
   1 2008    5  -4.278  -6.723   8.180  93.000   0.493   0.000   0.000
   1 2008    6   0.833  -0.333  10.020  93.000   0.505   0.000   0.003
   1 2008    7  -0.556  -2.722   5.180  93.000   0.517   0.000   0.003
   1 2008    8   0.333  -1.333   6.340  60.000   0.852   0.000   0.000
   1 2008    9  -6.056  -8.556   8.640  79.000   0.694   0.000   0.000
   1 2008   10  -3.278  -6.889  11.400  69.000   0.791   0.000   0.004
   1 2008   11  -3.389  -5.834   6.680  45.000   0.974   0.000   0.011
   1 2008   12  -5.945  -8.167   7.490  48.000   0.958   0.000   0.000
   1 2008   13  -7.112  -9.667   9.790  93.000   0.594   0.000   0.005
   1 2008   14 -11.723 -15.557  12.900 131.000   0.000   0.000   0.000
   1 2008   15 -13.112 -16.057   6.220  64.000   0.862   0.000   0.102
   1 2008   16  -7.501 -11.001   9.680  45.000   0.994   0.000   0.000
   1 2008   17 -15.668 -20.279   9.560 129.000   0.000   0.000   0.010
   1 2008   18 -17.946 -23.780  12.330 138.000   0.000   0.000   0.000
   1 2008   19 -25.391 -30.169  13.710 143.000   0.000   0.000   0.000
   1 2008   20 -24.224 -29.725  12.560 141.000   0.000   0.000   0.000
   1 2008   21 -20.668 -25.724   8.180  79.000   0.801   0.000   0.000
   1 2008   22 -18.390 -22.280  11.750  93.000   0.707   0.000   0.000
   1 2008   23 -21.335 -26.780   9.100 143.000   0.000   0.000   0.000
   1 2008   24 -21.946 -27.502  10.830 145.000   0.000   0.000   0.000
   1 2008   25 -15.723 -20.502   9.680 145.000   0.000   0.000   0.000
   1 2008   26  -9.167 -12.223   5.990  76.000   0.863   0.000   0.000
   1 2008   27  -8.390 -11.890   6.220 145.000   0.224   0.000   0.000
   1 2008   28  -0.889  -5.667   9.330 117.000   0.598   0.000   0.000
   1 2008   29  -8.223 -12.390  17.970  93.000   0.785   0.000   0.000
   1 2008   30 -26.058 -32.447  18.780 157.000   0.103   0.000   0.000
   1 2008   31 -22.002 -28.391   5.990  69.000   0.937   0.000   0.000
   2 2008    1 -12.612 -16.057   7.830  74.000   0.919   0.000   0.000
   2 2008    2  -5.723  -7.834   4.720  50.000   1.000   0.000   0.004
   2 2008    3  -4.834  -8.112   6.570 100.000   0.797   0.000   0.000
   2 2008    4  -5.112  -7.056   7.830  60.000   1.000   0.000   0.004
   2 2008    5  -4.334  -7.223   7.830  98.000   0.828   0.000   0.004
   2 2008    6  -8.390 -12.279  10.020  86.000   0.897   0.000   0.005
   2 2008    7  -9.279 -12.057   7.260  79.000   0.936   0.000   0.000
   2 2008    8  -8.334 -10.668   4.610  60.000   1.000   0.000   0.000
   2 2008    9  -9.001 -12.445   8.060  81.000   0.941   0.000   0.000
   2 2008   10 -25.891 -32.503  22.810 186.000   0.259   0.000   0.000
   2 2008   11 -23.169 -29.002   5.760 188.000   0.282   0.000   0.000
   2 2008   12 -23.169 -29.002   5.760 114.000   0.818   0.000   0.000
   2 2008   13 -13.334 -19.613   7.950 181.000   0.430   0.000   0.000
   2 2008   14 -15.057 -20.946  10.020 188.000   0.399   0.000   0.132
   2 2008   15 -22.002 -28.391   9.100 188.000   0.429   0.000   0.000
   2 2008   16 -13.168 -16.946   8.760 174.000   0.555   0.000   0.000
   2 2008   17  -2.222  -6.834  11.750 145.000   0.729   0.000   0.003
   2 2008   18 -11.056 -15.557  14.050 145.000   0.742   0.000   0.000
   2 2008   19 -19.502 -24.391   9.450 212.000   0.346   0.000   0.000
   2 2008   20 -21.002 -26.947  10.940 219.000   0.315   0.000   0.000
   2 2008   21 -18.390 -25.780  10.250 200.000   0.497   0.000   0.000
   2 2008   22 -11.556 -17.557   5.880 224.000   0.344   0.000   0.000
   2 2008   23  -8.556 -13.001   6.220 226.000   0.362   0.000   0.000
   2 2008   24  -4.834  -8.667   7.830 129.000   0.865   0.000   0.004
   2 2008   25  -5.056  -7.778   9.220 129.000   0.873   0.000   0.000
   2 2008   26  -8.834 -15.835  11.750 181.000   0.684   0.000   0.000
   2 2008   27 -11.334 -16.946   7.140 224.000   0.487   0.000   0.000
   2 2008   28 -12.557 -17.446   3.230 222.000   0.520   0.000   0.000
   2 2008   29  -6.056  -8.612  13.020  98.000   0.994   0.000   0.004
   3 2008    1 -11.723 -17.279   7.370 257.000   0.348   0.000   0.000
   3 2008    2  -5.056  -8.723  13.130 169.000   0.788   0.000   0.015
   3 2008    3 -10.112 -15.723  16.930 272.000   0.298   0.000   0.000
   3 2008    4 -12.945 -19.835   9.100 248.000   0.488   0.000   0.000
   3 2008    5  -7.223 -11.612   8.410 207.000   0.686   0.000   0.005
   3 2008    6 -15.501 -21.391  11.750 260.000   0.468   0.000   0.000
   3 2008    7 -19.724 -28.336   7.260 291.000   0.293   0.000   0.000
   3 2008    8 -15.501 -24.613   7.490 226.000   0.654   0.000   0.000
   3 2008    9 -10.001 -14.890   8.990 276.000   0.451   0.000   0.000
   3 2008   10  -8.390 -13.723   8.060 300.000   0.333   0.000   0.000
   3 2008   11   0.444  -6.501  13.710 293.000   0.407   0.000   0.000
   3 2008   12  -0.667  -5.334  10.020 145.000   0.932   0.000   0.003
   3 2008   13   1.222  -1.833  13.250 193.000   0.813   0.000   0.028
   3 2008   14  -0.222  -5.889  15.550 238.000   0.688   0.000   0.000
   3 2008   15  -3.445  -9.612   9.790 238.000   0.700   0.000   0.000
   3 2008   16  -4.611 -10.668   7.370 329.000   0.332   0.000   0.000
   3 2008   17  -3.111  -5.723   6.340 119.000   1.000   0.000   0.000
   3 2008   18   0.444  -0.889   6.110 112.000   1.000   0.000   0.000
   3 2008   19  -1.000  -3.445   9.560 343.000   0.335   0.000   0.000
   3 2008   20  -4.223 -13.723   6.340 350.000   0.322   0.000   0.000
   3 2008   21  -3.723 -11.556  15.090 317.000   0.506   0.000   0.000
   3 2008   22  -3.889  -9.723   4.950 315.000   0.531   0.000   0.000
   3 2008   23  -3.889  -7.556   7.260 143.000   0.987   0.000   0.004
   3 2008   24  -5.612 -12.390   8.290 360.000   0.374   0.000   0.011
   3 2008   25   0.722  -3.445  16.820 162.000   0.957   0.000   0.003
   3 2008   26  -1.389  -8.112  13.020 300.000   0.634   0.000   0.000
   3 2008   27  -5.223 -15.057   5.640 369.000   0.398   0.000   0.000
   3 2008   28  -4.834 -13.557   2.760 353.000   0.484   0.000   0.000
   3 2008   29  -0.333  -9.112   8.870 188.000   0.923   0.000   0.000
   3 2008   30   2.611  -4.611  16.700 369.000   0.457   0.000   0.000
   3 2008   31  -0.333  -5.056   9.790 186.000   0.936   0.000   0.005
   4 2008    1  -0.722  -8.890  12.900 412.000   0.300   0.000   0.000
   4 2008    2  -0.222  -9.056  11.870 358.000   0.542   0.000   0.000
   4 2008    3   3.278  -2.334  10.830 336.000   0.620   0.010   0.000
   4 2008    4   5.223  -7.667   6.910 408.000   0.391   0.000   0.000
   4 2008    5   5.500  -3.445   6.450 415.000   0.381   0.000   0.000
   4 2008    6   0.667  -1.500  15.210 150.000   1.000   0.000   0.043
   4 2008    7   0.222  -1.445  12.790 148.000   1.000   0.000   0.135
   4 2008    8  -0.833  -3.000   8.640 150.000   1.000   0.000   0.000
   4 2008    9   0.111  -2.667   6.680 150.000   1.000   0.000   0.000
   4 2008   10   0.333  -3.389  16.820 329.000   0.701   0.000   0.000
   4 2008   11  -1.056  -3.389  32.600 153.000   1.000   0.000   0.053
